Store;Area;Opening_Year;Food_Service;Beverages;2022_Dummy;2023_Dummy;Year;February_Dummy;Murch_Dummy;April_Dummy;May_Dummy;June_Dummy;July_Dummy;August_Dummy;September_Dummy;October_Dummy;November_Dummy;December_Dummy;Month;Data;Vacation_Time;Month_Year;Gross_Margin_Percentage_Store;Gross_Margin_Store;Number_of_Food_Service_Units_Sold;Number_of_Beverages_Units_Sold;Turnover_Food_Service;Turnover_Beverages;Share_in_Total_Sales_Food_Service;Number_of_Receipts_Food_Service;Number_of_Receipts_Beverages;Gross_Profit_Margin_Food_Service;Gross_Profit_Margin_Beverages;Share_of_Food_Service_Margin_in_Total_Margin;Discount_Availability_Food_Service;Discount_Amount_Food_Service;Discount_Availability_Bevareges;Discount_Amount_Beverages;Inventory_on_Market_Food_Service;Inventory_on_Market_Beverages;Inventory_Balance_Food_Service;Inventory_Balance_Beverages;Inventory_Turnover_Ratio_Food_Service;Inventory_Turnover_Ratio_;GMROI_Food_Service;GMROI_Beverages;Losses_Beverages;Store_ID;Competitor_Presence;Office_Dummy;School_Dummy;Location_Store;Type_Store
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,21009231;178181,06;7887,29;6249;95814,35;79351,76;0,1097;5246;5169;0,39;0,26;0,207372882;1;19602,08;1;74,54;20606,20;4092,225806;44150,53;40250,41274;1,333266638;1,454672785;0,514161977;0,381315268;299,37;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,211691393;185168,89;6780,384;7834;84031,03;97586,75;0,0933;4476;6124;0,4;0,26;0,179950423;1;15228,93;1;26,81;21760,67;4179,6;54088,10;41279,076;0,937541035;1,752360445;0,371767561;0,453429702;499,88;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,212281577;185086,52;7834;6466;95943,92;83074,04;0,1062;5264;5222;0,41;0,26;0,212115393;1;19910,32;1;102,86;21385,37;4791,080645;42631,22;46014,84065;1,329641193;1,332847602;0,544081525;0,34885104;-117,2;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,214323334;191870,66;7757;6960;95192,88;89847,16;0,1038;5286;5675;0,41;0,26;0,204624459;1;20688,32;1;31,71;20819,99;3969,725806;50941,60;39880,53645;1,097952399;1,657221188;0,452840394;0,43818221;667,15;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,214834108;180925,18;8644;6169;102791,12;80128,76;0,1148;5898;5035;0,41;0,26;0,23552526;1;25199,31;1;98,88;22072,66;4467,45;57224,96;44750,37733;1,051615757;1,329105218;0,435951314;0,342537262;129,85;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,21938823;199033,94;9665;5687;118140,1;76069,35;0,1262;6494;4783;0,44;0,25;0,259916977;1;22504,5;1;83,5;24195,68;4191,983871;47765,48;41993,96887;1,390288561;1,352014147;0,608792653;0,342901408;1722,03;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,214717412;183288,71;8561;4633;111538,42;64379,6;0,1249;5808;3959;0,48;0,25;0,292549006;1;11535,03;1;271,53;24046,32;4078,4;55376,19;41147,00533;1,045891524;1,174596052;0,502801422;0,292802269;-51,58;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,214613325;187836,85;8115;5133;107334,79;73047,68;0,1120;5563;4280;0,49;0,25;0,278987057;1;13025,85;1;159,5;16011,16;4399,483871;56414,43;45425,12129;0,973700213;1,212233637;0,475389523;0,298410121;24,46;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,228456088;186005,43;7406;5543;100385,84;76501,83;0,1101;5053;4459;0,5;0,25;0,27009862;1;10999,36;1;370,63;16501,59;4167,419355;39437,03;41753,22613;1,271546761;1,374337634;0,636367317;0,343464808;232,87;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,217456339;167781,21;7334;4846;95794,44;64817,02;0,1083;4937;4050;0,49;0,25;0,27834118;1;11768,92;1;337,89;17910,86;4532,258621;43912,62;46140,58155;1,117993362;1,047066777;0,545029123;0,266620949;1376,36;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,208723961;207080,32;6804;5352;91858,34;74237,07;0,0793;4410;4290;0,5;0,24;0,219830595;1;11242,4;1;68,37;16882,38;4829,209677;47523,56;49436,00468;0,975005854;1,137567252;0,483187392;0,275826355;-337,45;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,203451853;188425,21;4173;5695;60211,41;81476,57;0,0489;2772;4150;0,52;0,23;0,167406315;1;7827,26;1;166,28;16521,33;4856,566667;37861,95;49517,3405;0,757167495;1,263898048;0,396665115;0,293055817;80,45;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,196245884;194462,35;4758;6283;70418,48;85929,21;0,0543;3066;4653;0,51;0,23;0,183995308;1;9521,99;1;259,77;18232,00;5174,370968;37705,07;53252,50645;0,918664725;1,239965297;0,466780465;0,287128992;164,65;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,198012767;125382,25;4990;8039;75187,86;109496,25;0,0626;3347;5956;0,48;0,24;0,28648776;1;8873,52;1;719,25;17792,04;5067,733333;39752,91;53180,39417;0,987786382;1,561668756;0,471908111;0,377182164;212,6;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,202065193;219916,61;5917;8103;89314,02;111566,67;0,0723;3961;6045;0,45;0,26;0,184298267;1;10802,75;1;313,27;15453,29;6541,774194;33659,40;67304,72145;1,44933565;1,229560991;0,657701179;0,317526604;455,64;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,207406244;244615,33;11719;8342;125757,91;113379,97;0,1051;7179;6204;0,37;0,26;0,191653156;1;14676,29;1;594,22;26114,35;5800,501306;49582,28;61968,44081;1,590822651;1,355391049;0,593042886;0,351322282;300,54;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,215636176;274471,62;10632;6842;124476,37;93554,97;0,1097;6387;5474;0,39;0,27;0,177498351;1;23823,25;1;237,3;24787,09;5184,068267;59456,86;56130,01467;1,27416943;1,208489975;0,498691579;0,332267485;248,93;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,209181764;303325,68;10968;6344;129868,29;90426,94;0,1073;6638;5171;0,38;0,26;0,163960038;1;28209,23;1;424,37;24780,22;4927,608774;49467,47;53704,21806;1,619953403;1,243461359;0,620364004;0,325181306;776,27;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,215446173;316712,4;12204;5796;140944,31;85043,27;0,1128;7184;4759;0,39;0,25;0,173791869;1;33911,57;1;20133,69;30406,31;4666,843417;61091,84;50988,55;1,40611701;1,248962561;0,549121484;0,313704304;430,28;1137;1;0;0;1;1
Маркет 1137 - с. Великий Омеляник;162;2021;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,200348056;295543,22;11614;6351;133335,77;95792,7;0,0989;7062;4936;0,38;0,22;0,170716486;1;36715,09;1;4721,63;29073,64;4920,17279;67649,59;57185,91887;1,225161424;1,312403499;0,463599655;0,284170711;1486,19;1137;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;1;0;0;0;0;0;0;0;0;0;0;2;2022-02-01;0;Лютий 2022;0,23345413;145860,81;7585,52;1827;87267,35;21462,88;0,3125;4482;1542;0,33;0,23;0,200246934;1;11717,98;1;18;26647,30;3044,736842;46242,28;28211,17447;1,255543058;0,585615463;0,420227355;0,134842104;0;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;1;0;0;0;0;0;0;0;0;0;3;2022-03-01;0;Березень 2022;0,231669977;157487,16;12206,746;3494;144232,16;43104,51;0,2772;7774;2939;0,35;0,23;0,322421714;1;29129,64;1;4,5;26499,20;2809,790323;67645,98;26314,92403;1,381528918;1,265783628;0,48637059;0,287649626;522,53;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;1;0;0;0;0;0;0;0;0;4;2022-04-01;0;Квітень 2022;0,248452273;157247,77;13092,892;4295;169543,35;53633,37;0,2807;8506;3710;0,4;0,25;0,427268062;1;15738,57;0;0;24909,23;2814,25;63700,33;26777,24367;1,606842636;1,502184859;0,63676255;0,37556463;-43,5;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;1;0;0;0;0;0;0;0;5;2022-05-01;0;Травень 2022;0,250330945;178181,06;12376,824;5698;171404,93;70898,4;0,2536;8456;4796;0,43;0,26;0,416802661;1;13126,95;1;21,75;22620,00;2659,112903;69452,17;25679,38645;1,398640016;2,045927776;0,606002843;0,529824432;80,02;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;1;0;0;0;0;0;0;6;2022-06-01;1;Червень 2022;0,247783428;185168,89;11613,248;7709;165130,8;93984,56;0,2329;7806;6452;0,42;0,26;0,377519085;1;10868,46;1;26,37;26696,94;3053,283333;71764,55;28775,4555;1,326922774;2,417365035;0,561725964;0,62820097;726,93;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;1;0;0;0;0;0;7;2022-07-01;1;Липень 2022;0,241883377;185086,52;12233;6256;168170,04;78671,7;0,2318;8148;5279;0,43;0,26;0,390353063;1;14639,95;1;76,17;27375,10;3312,225806;53425,64;30961,61952;1,795410395;1,872994401;0,771342905;0,4923619;-319,58;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;1;0;0;0;0;8;2022-08-01;1;Серпень 2022;0,242359308;191870,66;11456;6675;156531,54;83030,75;0,2233;7829;5565;0,44;0,26;0,357954103;1;12304,21;1;96,41;29626,94;2578,032258;66071,05;25408,71516;1,329639127;2,41151745;0,583401905;0,63190858;601,02;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;1;0;0;0;9;2022-09-01;0;Вересень 2022;0,25205717;180925,18;13799;6592;196889,97;82534,16;0,2570;9700;5688;0,46;0,25;0,497711927;1;14739,88;1;146,8;31386,53;2932,316667;77098,20;28275,20733;1,385782728;2,177729743;0,633794714;0,553004126;345,8;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;1;0;0;10;2022-10-01;0;Жовтень 2022;0,261127164;199033,94;14591;5896;211263,27;76739,35;0,2541;10053;5152;0,48;0,26;0,51091035;1;4915,45;1;179,14;29948,75;2944,612903;57513,98;28149,15823;1,905185104;2,022835978;0,917033119;0,521877651;-27,01;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;1;0;11;2022-11-01;0;Листопад 2022;0,245167701;183288,71;12830;5218;184809,93;68576,31;0,2380;8824;4477;0,47;0,26;0,474824063;1;5283,44;1;136,79;29354,68;2491,85;68445,19;24396,49717;1,428588989;2,092736906;0,672744925;0,534682463;-117;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;1;0;2022;0;0;0;0;0;0;0;0;0;0;1;12;2022-12-01;1;Грудень 2022;0,245253143;187836,85;12131;5233;175679,23;70193,85;0,2142;8427;4398;0,47;0,26;0,440008816;1;5083,8;1;58,52;23385,20;2933,790323;78407,54;28915,08532;1,186484854;1,800581234;0,558192445;0,465059826;-85,16;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;0;1;2023-01-01;1;Січень 2023;0,250390594;186005,43;9458;4752;139851;64318,7;0,1989;6568;3932;0,48;0,26;0,361573745;1;4282,02;1;82,84;23488,63;2748,645161;50169,35;26612,42694;1,447025409;1,785693207;0,695877976;0,466340486;-28,95;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;1;0;0;0;0;0;0;0;0;0;0;2;2023-02-01;0;Лютий 2023;0,253399087;167781,21;11578;4708;164701,04;60851,54;0,2336;7823;3994;0,47;0,26;0,463284893;1;4817,1;1;9,89;26835,54;2864,224138;58598,95;28824,995;1,484165532;1,558109897;0,700450519;0,408120491;1861,89;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,235132725;207080,32;8787;4488;129683,9;59512,73;0,1726;5929;3656;0,51;0,25;0,320505203;1;3814,1;1;89,92;26243,56;3041,516129;68194,52;30257,49145;0,928426218;1,482055777;0,475154936;0,365315594;-256,74;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,20086832;188425,21;3386;4001;51994,51;52210,95;0,0768;2135;3088;0,47;0,25;0,1297449;1;2220,08;0;0;24031,18;2941,7;45171,72;29113,12433;0,609835089;1,351399443;0,286737321;0,333055017;105,71;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,21470061;194462,35;6470;5705;106910,6;73037,99;0,1292;4203;4598;0,48;0,25;0,264700905;1;3491,6;1;51;26745,12;2966,33871;45307,33;29677,45855;1,223559964;1,844541031;0,589108714;0,46207479;4,83;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,223444526;125382,25;8739;8588;142001,12;109381,62;0,1478;5934;7003;0,45;0,27;0,514447858;1;5608,82;1;121,05;25822,67;3239,566667;46129,58;32792,681;1,680017399;2,437703401;0,763131591;0,656168644;644,16;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,234372329;219916,61;10478;8955;166063,66;117768,82;0,1639;7095;7490;0,45;0,28;0,340603968;1;9316,18;1;98,1;21878,59;4209,822581;37870,45;41726,2221;2,407132515;2,023361228;1,085758228;0,572834989;22,65;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,233096854;244615,33;11446;10212;179462,64;136966,32;0,1525;7596;8516;0,43;0,28;0,314082359;1;11516,55;1;209,5;22992,01;3468,983871;39862,87;35401,79274;2,574658698;2,776969255;1,102231529;0,783756715;-18,94;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,243044935;274471,62;13830;9965;210305,23;135191,82;0,1689;9142;8357;0,42;0,30;0,32289699;1;13497,41;1;19,1;22303,47;3056,116667;45413,38;31576,30367;2,679368549;3,016038261;1,129129683;0,891402102;2461,33;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,231554938;303325,68;12455;7823;182087,76;110480,66;0,1506;8061;6459;0,42;0,29;0,253271368;1;9645,97;1;463,3;21676,32;3444,435484;44785,92;36395,815;2,350382479;2,166961504;0,991637779;0,620042478;427,94;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,240006648;316712,4;11701;6723;179979,96;94932,1;0,1578;7640;5555;0,46;0,28;0,258575351;1;10513,08;1;8127,9;21556,63;3080,1;53508,10;33117,31583;1,83310468;2,061171876;0,834094592;0,579095933;243,47;1139;1;0;0;1;1
Маркет 1139 - м. Луцьк;72,3;2022;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,229242393;295543,22;10824;6586;174090,94;96521,65;0,1493;7440;5356;0,43;0,27;0,2559561;1;11861,34;1;4598,5;20731,23;3171,016129;60544,16;34820,61887;1,626000865;2,015308236;0,706530781;0,550115666;-53,67;1139;1;0;0;1;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;1;0;0;0;0;0;0;0;0;0;3;2023-03-01;0;Березень 2023;0,205978951;207080,32;3662;2354;46366,37;32282,24;0,0946;2176;1765;0,41;0,24;0,091282407;1;6740,71;0;0;18024,39;5324,5;32888,80;50450,36591;0,835043425;0,483744955;0,340433174;0,118037717;0;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;1;0;0;0;0;0;0;0;0;4;2023-04-01;0;Квітень 2023;0,189879783;188425,21;2138;3852;32683,16;52052,01;0,0470;1389;2822;0,4;0,23;0,069562719;1;6156,46;1;8,5;17277,08;4957,75;36266,09;47130,83567;0,539782274;0,853804933;0,216476191;0,193742592;0;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;1;0;0;0;0;0;0;0;5;2023-05-01;0;Травень 2023;0,178682802;194462,35;3443;4412;51787,14;57985,63;0,0659;2252;3383;0,42;0,25;0,111446663;1;11237,03;1;125,52;16051,93;4401,870968;38694,33;42761,36113;0,778278345;1,016781713;0,325698395;0,254375206;563,33;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;1;0;0;0;0;0;0;6;2023-06-01;1;Червень 2023;0,197412571;125382,25;4351;5650;64598,2;73657,17;0,0840;2999;4319;0,4;0,27;0,203687045;1;10490,69;1;737,11;17966,17;4188,283333;42886,57;42168,66117;0,910761984;1,271453694;0,360067517;0,345954852;118,97;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;1;0;0;0;0;0;7;2023-07-01;1;Липень 2023;0,201248727;219916,61;5033;5528;74725,26;72105,79;0,0929;3470;4261;0,4;0,27;0,136971509;1;14688,57;1;375,84;16608,76;5106,419355;33333,83;50423,99016;1,338068582;1,047263214;0,539385432;0,280292524;4,68;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;1;0;0;0;0;8;2023-08-01;1;Серпень 2023;0,20760176;244615,33;5788;6276;82376,5;83841,85;0,1004;3931;4840;0,38;0,28;0,128186202;1;17752,9;1;674,1;15075,95;4373,467742;35300,35;44247,93016;1,445316719;1,367518204;0,550154463;0,380560958;215,3;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;1;0;0;0;9;2023-09-01;0;Вересень 2023;0,216705687;274471,62;6476;5454;91565,18;75809,16;0,1095;4372;4364;0,39;0,30;0,130631283;1;18585,37;1;294,38;14398,30;3805,316667;37781,09;38694,079;1,47456288;1,37858999;0,577401068;0,408542333;148,99;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;1;0;0;10;2023-10-01;0;Жовтень 2023;0,21353205;303325,68;7342;5036;103738;72464,58;0,1158;4811;4109;0,39;0,27;0,133240417;1;20657,08;1;882,67;13891,20;3671,854839;35461,24;38805,72565;1,78568943;1,359027028;0,695685929;0,369958877;539,95;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;0,21397545;316712,4;8724;5038;115334,34;74640,14;0,1246;5734;4109;0,38;0,27;0,137117713;1;29328,88;1;16415,45;14909,25;3467,383333;45573,19;36799,8835;1,577845688;1,474416352;0,594106797;0,40261506;-12,85;1141;1;0;1;3;1
Маркет 1141 - м. Луцьк;138;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,205820015;295543,22;8122;5079;108907,89;76974,57;0,1140;5270;4019;0,38;0,26;0,140540798;1;27717,63;1;10367;19534,04;4035,951613;53588,34;46091,90339;1,257213908;1,237605215;0,479483038;0,320452549;-39,21;1141;1;0;1;3;1
Маркет 1143 - м. Володимир;168,7;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;1;0;11;2023-11-01;0;Листопад 2023;-0,027234995;316712,4;37;5;149,71;60,44;0,2327;8;4;-0,73;0,28;-0,000343403;1;32,61;0;0;28072,09;3960,25;45745,42;42936,9675;0,005650183;0,0010201;-0,004104695;0,000280848;0;1143;1;0;1;3;1
Маркет 1143 - м. Володимир;168,7;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,141119679;295543,22;13144;3706;158913,06;52507,98;0,2199;7576;2813;0,31;0,20;0,169057203;1;38478,44;1;5910,55;32391,12;5125,932677;62691,39;56738,185;1,737867885;0,740292274;0,546401454;0,14810842;54,22;1143;1;0;1;3;1
Маркет 1144 - м. Володимир вул. Князя Василька;177,3;2023;01. Фуд сервіс;02. Напої;0;1;2023;0;0;0;0;0;0;0;0;0;0;1;12;2023-12-01;1;Грудень 2023;0,195261854;295543,22;13309;4251;155801,63;61032,37;0,1803;7708;3295;0,32;0,19;0,171232553;1;41363,56;1;4955,8;32430,91;5497,131911;63777,58;61185,01321;1,649404134;0,807793239;0,535750289;0,153631331;13,32;1144;1;1;0;2;1
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;0;0;0;0;0;0;0;1;2021-01-01;1;Січень 2021;0,459653319;126042,21;9011;422;120420,82;3327,3;0,9678;6068;387;0,46;0,28;0,443967144;1;958,9;1;41,5;6726,85;254,7419355;9527,97;1625,713548;6,765578359;1,46518432;3,143910606;0,416278272;13,95;1229;0;1;0;2;2
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;1;0;0;0;0;0;0;0;0;0;0;2;2021-02-01;0;Лютий 2021;0,464746124;119038,23;6812;360;90854,56;2735,15;0,9641;4768;322;0,47;0,29;0,359749721;1;1243,6;1;71,5;7956,54;297,6071429;9296,33;1854,48875;5,166618539;1,054333708;2,435267061;0,300632455;-43,1;1229;0;1;0;2;2
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;1;0;0;0;0;0;0;0;0;0;3;2021-03-01;0;Березень 2021;0,48662399;139478,98;7703;357;109261,95;3224,47;0,9649;5494;322;0,49;0,33;0,385708728;1;1164,6;1;19,5;9031,13;235,0806452;9377,09;1412,204839;5,914811174;1,51924136;2,912327204;0,508376953;1,55;1229;0;1;0;2;2
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;1;0;0;0;0;0;0;0;0;4;2021-04-01;0;Квітень 2021;0,468654694;149510,15;9678;1423;143586,64;12294,35;0,9161;6908;1263;0,48;0,34;0,461697283;1;1280;0;0;9871,17;269,1166667;9798,99;1495,144167;7,608763487;5,421992194;3,657868154;1,846833911;-182,09;1229;0;1;0;2;2
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;1;0;0;0;0;0;0;0;5;2021-05-01;0;Травень 2021;0,4839857;169913,7;11216;1493;171073,81;13721,62;0,9211;8145;1358;0,5;0,34;0,499592676;1;1204;0;0;9491,24;225,8387097;11659,96;1631,516935;7,391633907;5,513366;3,667763979;1,899102219;-353,25;1229;0;1;0;2;2
Маркет 1229 - м. Луцьк;9,1;2017;01. Фуд сервіс;02. Напої;0;0;2021;0;0;0;0;1;0;0;0;0;0;0;6;2021-06-01;1;Червень 2021;0,483504404;165956,68;9361;1567;140804,22;15240,67;0,8972;6658;1378;0,5;0,35;0,423743112;1;1217;0;0;7801,10;239,0833333;11112,17;1809,035333;6,342706006;5,492004394;3,167789392;1,911825385;-312,88;1229;0;1;0;2;2
